sample_id,filetype,filename,path,production,coverage,deepconsensus_coverage,deepconsensus_filename,deepconsensus_path,ccs_algorithm,study,accession,bioproject_accession,biosample_accession,generator_contact,generator_facility,library_strategy,library_source,platform,instrument_model,total_gpb,n50,mm_tag,primrose_filename,lima_version
HG02647,bam,m64076_210530_192034.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02647/raw_data/PacBio_HiFi/m64076_210530_192034.hifi_reads.bam,UW_HPRC_HiFi_Y2,10.3,11.4,HG02647.m64076_210530_192034.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG02647/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02647.m64076_210530_192034.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158597,PRJNA701308,SAMN26267383,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,31.82,17612,TRUE,m64076_210530_192034.5mc.hifi_reads.bam,
HG03927,bam,m64076_210517_210115.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG03927/raw_data/PacBio_HiFi/m64076_210517_210115.hifi_reads.bam,UW_HPRC_HiFi_Y2,10,11.68,HG03927.m64076_210517_210115.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG03927/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03927.m64076_210517_210115.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158598,PRJNA701308,SAMN26267386,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,31.01,15821,TRUE,m64076_210517_210115.5mc.hifi_reads.bam,
HG03942,bam,m64076_210612_093800.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG03942/raw_data/PacBio_HiFi/m64076_210612_093800.hifi_reads.bam,UW_HPRC_HiFi_Y2,8.6,10.03,HG03942.m64076_210612_093800.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG03942/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03942.m64076_210612_093800.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158601,PRJNA701308,SAMN26267387,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,26.76,19497,TRUE,m64076_210612_093800.5mc.hifi_reads.bam,
HG04115,bam,m64076_210627_085544.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG04115/raw_data/PacBio_HiFi/m64076_210627_085544.hifi_reads.bam,UW_HPRC_HiFi_Y2,10.2,11.86,HG04115.m64076_210627_085544.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG04115/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04115.m64076_210627_085544.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158600,PRJNA701308,SAMN26267388,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,31.54,22203,TRUE,m64076_210627_085544.5mc.hifi_reads.bam,
HG04199,bam,m54329U_210621_233920.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG04199/raw_data/PacBio_HiFi/m54329U_210621_233920.hifi_reads.bam,UW_HPRC_HiFi_Y2,6.9,7.69,HG04199.m54329U_210621_233920.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG04199/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04199.m54329U_210621_233920.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158602,PRJNA701308,SAMN26267389,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,21.51,18877,TRUE,m54329U_210621_233920.5mc.hifi_reads.bam,
HG04204,bam,m54329U_210517_210109-bc1003_BAK8A_OA.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG04204/raw_data/PacBio_HiFi/m54329U_210517_210109-bc1003_BAK8A_OA.hifi_reads.bam,UW_HPRC_HiFi_Y2,8.1,10.51,HG04204.m54329U_210517_210109.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04204/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04204.m54329U_210517_210109.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158603,PRJNA701308,SAMN26267390,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,24.98,19431,TRUE,m54329U_210517_210109-bc1003_BAK8A_OA.5mc.hifi_reads.bam,2.1.0
HG01884,bam,m54329U_210713_205453.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_HiFi/m54329U_210713_205453.hifi_reads.bam,UW_HPRC_HiFi_Y2,10.2,12.57,HG01884.m54329U_210713_205453.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG01884/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01884.m54329U_210713_205453.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158605,PRJNA701308,SAMN26267393,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,31.57,17901,TRUE,m54329U_210713_205453.5mc.hifi_reads.bam,
HG02293,bam,m54329U_210721_092510.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02293/raw_data/PacBio_HiFi/m54329U_210721_092510.hifi_reads.bam,UW_HPRC_HiFi_Y2,9.5,11.32,HG02293.m54329U_210721_092510.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG02293/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02293.m54329U_210721_092510.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158587,PRJNA701308,SAMN26267394,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,29.49,18973,TRUE,m54329U_210721_092510.5mc.hifi_reads.bam,
HG02300,bam,m54329U_210710_123004.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02300/raw_data/PacBio_HiFi/m54329U_210710_123004.hifi_reads.bam,UW_HPRC_HiFi_Y2,10.9,12.23,HG02300.m54329U_210710_123004.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG02300/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02300.m54329U_210710_123004.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158586,PRJNA701308,SAMN26267395,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,33.8,17949,TRUE,m54329U_210710_123004.5mc.hifi_reads.bam,
HG02738,bam,m64076_210718_085619.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/m64076_210718_085619.hifi_reads.bam,UW_HPRC_HiFi_Y2,7.4,9.97,HG02738.m64076_210718_085619.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02738.m64076_210718_085619.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158588,PRJNA701308,SAMN26267396,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,23.08,18766,TRUE,m64076_210718_085619.5mc.hifi_reads.bam,
HG04184,bam,m64076_210712_194121.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG04184/raw_data/PacBio_HiFi/m64076_210712_194121.hifi_reads.bam,UW_HPRC_HiFi_Y2,9.6,11.59,HG04184.m64076_210712_194121.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG04184/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04184.m64076_210712_194121.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158589,PRJNA701308,SAMN26267397,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,29.88,18693,TRUE,m64076_210712_194121.5mc.hifi_reads.bam,
HG04228,bam,m64076_210617_050849.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG04228/raw_data/PacBio_HiFi/m64076_210617_050849.hifi_reads.bam,UW_HPRC_HiFi_Y2,10.4,12.56,HG04228.m64076_210617_050849.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04228/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04228.m64076_210617_050849.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158590,PRJNA701308,SAMN26267391,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,32.1,19404,TRUE,m64076_210617_050849.5mc.hifi_reads.bam,
HG00642,bam,m64076_210522_082905.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00642/raw_data/PacBio_HiFi/m64076_210522_082905.hifi_reads.bam,UW_HPRC_HiFi_Y2,10.1,11.39,HG00642.m64076_210522_082905.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG00642/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00642.m64076_210522_082905.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158610,PRJNA701308,SAMN26267378,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,31.4,20311,TRUE,m64076_210522_082905.5mc.hifi_reads.bam,
HG02647,bam,m64076_210601_061523.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02647/raw_data/PacBio_HiFi/m64076_210601_061523.hifi_reads.bam,UW_HPRC_HiFi_Y2,10.5,11.58,HG02647.m64076_210601_061523.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG02647/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02647.m64076_210601_061523.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158597,PRJNA701308,SAMN26267383,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,32.56,17777,TRUE,m64076_210601_061523.5mc.hifi_reads.bam,
HG03927,bam,m64076_210519_075634.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG03927/raw_data/PacBio_HiFi/m64076_210519_075634.hifi_reads.bam,UW_HPRC_HiFi_Y2,8.4,10.99,HG03927.m64076_210519_075634.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG03927/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03927.m64076_210519_075634.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158598,PRJNA701308,SAMN26267386,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,26.14,15721,TRUE,m64076_210519_075634.5mc.hifi_reads.bam,
HG03942,bam,m64076_210615_181342.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG03942/raw_data/PacBio_HiFi/m64076_210615_181342.hifi_reads.bam,UW_HPRC_HiFi_Y2,8.6,11.02,HG03942.m64076_210615_181342.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG03942/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03942.m64076_210615_181342.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158601,PRJNA701308,SAMN26267387,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,26.77,18952,TRUE,m64076_210615_181342.5mc.hifi_reads.bam,
HG04199,bam,m64076_210613_183806.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG04199/raw_data/PacBio_HiFi/m64076_210613_183806.hifi_reads.bam,UW_HPRC_HiFi_Y2,10.2,11.91,HG04199.m64076_210613_183806.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG04199/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04199.m64076_210613_183806.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158602,PRJNA701308,SAMN26267389,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,31.56,20902,TRUE,m64076_210613_183806.5mc.hifi_reads.bam,
HG04204,bam,m54329U_210519_065152-bc1003_BAK8A_OA.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG04204/raw_data/PacBio_HiFi/m54329U_210519_065152-bc1003_BAK8A_OA.hifi_reads.bam,UW_HPRC_HiFi_Y2,10,12.02,HG04204.m54329U_210519_065152.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04204/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04204.m54329U_210519_065152.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158603,PRJNA701308,SAMN26267390,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,30.99,19759,TRUE,m54329U_210519_065152-bc1003_BAK8A_OA.5mc.hifi_reads.bam,2.1.0
HG02738,bam,m64076_210711_102225.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/m64076_210711_102225.hifi_reads.bam,UW_HPRC_HiFi_Y2,8.1,10.42,HG02738.m64076_210711_102225.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02738.m64076_210711_102225.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158588,PRJNA701308,SAMN26267396,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,24.96,18981,TRUE,m64076_210711_102225.5mc.hifi_reads.bam,
HG04184,bam,m64076_210701_234028.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG04184/raw_data/PacBio_HiFi/m64076_210701_234028.hifi_reads.bam,UW_HPRC_HiFi_Y2,7.7,9.53,HG04184.m64076_210701_234028.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG04184/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04184.m64076_210701_234028.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158589,PRJNA701308,SAMN26267397,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,23.72,20137,TRUE,m64076_210701_234028.5mc.hifi_reads.bam,
HG04228,bam,m54329U_210725_100455.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG04228/raw_data/PacBio_HiFi/m54329U_210725_100455.hifi_reads.bam,UW_HPRC_HiFi_Y2,12.1,13.75,HG04228.m54329U_210725_100455.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04228/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04228.m54329U_210725_100455.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18158590,PRJNA701308,SAMN26267391,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,37.36,18782,TRUE,m54329U_210725_100455.5mc.hifi_reads.bam,
HG04204,bam,m54329U_210520_213459-bc1003_BAK8A_OA.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG04204/raw_data/PacBio_HiFi/m54329U_210520_213459-bc1003_BAK8A_OA.hifi_reads.bam,UW_HPRC_HiFi_Y2,10.4,,,,6.0.0,SRP305758,SRR18158603,PRJNA701308,SAMN26267390,kmiyamot@uw.edu,University of Washington,WGS,GENOMIC,PACBIO_SMRT,Sequel II,32.26,19894,TRUE,m54329U_210520_213459-bc1003_BAK8A_OA.5mc.hifi_reads.bam,2.1.0
HG00544,bam,m64043_210702_183246.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00544/raw_data/PacBio_HiFi/m64043_210702_183246.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,12.2,13.74,HG00544.m64043_210702_183246.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG00544/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00544.m64043_210702_183246.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189664,PRJNA701308,SAMN26237491,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,37.88,18717,TRUE,m64043_210702_183246.5mc.hifi_reads.bam,
HG00544,bam,m64136_210520_180433.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00544/raw_data/PacBio_HiFi/m64136_210520_180433.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,9.5,10.26,HG00544.m64136_210520_180433.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG00544/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00544.m64136_210520_180433.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189653,PRJNA701308,SAMN26237491,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,29.35,19121,TRUE,m64136_210520_180433.5mc.hifi_reads.bam,
HG00609,bam,m64136_210620_054327.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00609/raw_data/PacBio_HiFi/m64136_210620_054327.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,11.8,12.92,HG00609.m64136_210620_054327.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG00609/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00609.m64136_210620_054327.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189646,PRJNA701308,SAMN26237492,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,36.54,20016,TRUE,m64136_210620_054327.5mc.hifi_reads.bam,
HG00738,bam,m64043_210530_003337.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00738/raw_data/PacBio_HiFi/m64043_210530_003337.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,8.7,9.74,HG00738.m64043_210530_003337.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG00738/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00738.m64043_210530_003337.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189645,PRJNA701308,SAMN26237493,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,27.08,20880,TRUE,m64043_210530_003337.5mc.hifi_reads.bam,
HG01099,bam,m64043_210704_052805.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01099/raw_data/PacBio_HiFi/m64043_210704_052805.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,12.1,13.52,HG01099.m64043_210704_052805.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG01099/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01099.m64043_210704_052805.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189644,PRJNA701308,SAMN26237494,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,37.45,19458,TRUE,m64043_210704_052805.5mc.hifi_reads.bam,
HG01255,bam,m64043_210520_180149.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01255/raw_data/PacBio_HiFi/m64043_210520_180149.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,10.7,11.67,HG01255.m64043_210520_180149.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG01255/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01255.m64043_210520_180149.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189643,PRJNA701308,SAMN26237495,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,33.27,20258,TRUE,m64043_210520_180149.5mc.hifi_reads.bam,
HG01496,bam,m64043_210625_184443.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01496/raw_data/PacBio_HiFi/m64043_210625_184443.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,11.9,13.85,HG01496.m64043_210625_184443.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG01496/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01496.m64043_210625_184443.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189641,PRJNA701308,SAMN26237497,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,37.03,22182,TRUE,m64043_210625_184443.5mc.hifi_reads.bam,
HG01943,bam,m64043_210716_230222.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_HiFi/m64043_210716_230222.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,11.1,12.46,HG01943.m64043_210716_230222.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01943.m64043_210716_230222.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189663,PRJNA701308,SAMN26237499,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,34.26,18754,TRUE,m64043_210716_230222.5mc.hifi_reads.bam,
HG01981,bam,m64136_210625_184731.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01981/raw_data/PacBio_HiFi/m64136_210625_184731.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,10.5,12.18,HG01981.m64136_210625_184731.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG01981/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01981.m64136_210625_184731.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189662,PRJNA701308,SAMN26237500,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,32.56,22093,TRUE,m64136_210625_184731.5mc.hifi_reads.bam,
HG01993,bam,m64043_210620_041711.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01993/raw_data/PacBio_HiFi/m64043_210620_041711.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,11.6,13.36,HG01993.m64043_210620_041711.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG01993/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01993.m64043_210620_041711.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189661,PRJNA701308,SAMN26237501,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,35.99,20695,TRUE,m64043_210620_041711.5mc.hifi_reads.bam,
HG02004,bam,m64043_210709_205614.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02004/raw_data/PacBio_HiFi/m64043_210709_205614.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,10.1,11.47,HG02004.m64043_210709_205614.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG02004/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02004.m64043_210709_205614.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189660,PRJNA701308,SAMN26237502,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,31.36,19508,TRUE,m64043_210709_205614.5mc.hifi_reads.bam,
HG02280,bam,m64136_210716_230343.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02280/raw_data/PacBio_HiFi/m64136_210716_230343.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,10.4,11.83,HG02280.m64136_210716_230343.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG02280/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02280.m64136_210716_230343.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189657,PRJNA701308,SAMN26237505,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,32.26,19206,TRUE,m64136_210716_230343.5mc.hifi_reads.bam,
HG02602,bam,m64043_210612_053030.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_HiFi/m64043_210612_053030.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,6.4,7.21,HG02602.m64043_210612_053030.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02602.m64043_210612_053030.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189655,PRJNA701308,SAMN26237507,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,19.83,19709,TRUE,m64043_210612_053030.5mc.hifi_reads.bam,
HG02615,bam,m64136_210528_171842.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02615/raw_data/PacBio_HiFi/m64136_210528_171842.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,10.9,11.78,HG02615.m64136_210528_171842.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG02615/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02615.m64136_210528_171842.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189654,PRJNA701308,SAMN26237508,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,33.77,18925,TRUE,m64136_210528_171842.5mc.hifi_reads.bam,
HG02698,bam,m64043_210519_013026.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02698/raw_data/PacBio_HiFi/m64043_210519_013026.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,10.7,11.58,HG02698.m64043_210519_013026.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG02698/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02698.m64043_210519_013026.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189652,PRJNA701308,SAMN26237509,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,33.18,19788,TRUE,m64043_210519_013026.5mc.hifi_reads.bam,
HG02809,bam,m64043_210723_184340.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02809/raw_data/PacBio_HiFi/m64043_210723_184340.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,9.4,11.73,HG02809.m64043_210723_184340.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02809/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02809.m64043_210723_184340.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189651,PRJNA701308,SAMN26237510,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,29.21,20753,TRUE,m64043_210723_184340.5mc.hifi_reads.bam,
HG03669,bam,m64043_210604_175624.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG03669/raw_data/PacBio_HiFi/m64043_210604_175624.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,10.7,11.63,HG03669.m64043_210604_175624.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG03669/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03669.m64043_210604_175624.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189649,PRJNA701308,SAMN26237512,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,33.22,20290,TRUE,m64043_210604_175624.5mc.hifi_reads.bam,
