sample_id,filename,accession,study,bioproject_accession,biosample_accession,library_strategy,library_source,platform,instrument_model,generator_facility,generator_contact,filetype,coverage,path,total_gbp,production
HG02602,HG02602-11a-1_S11_L003_R2_001.fastq.gz,SRR30613646,SRP305758,PRJNA701308,SAMN26237507,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,9.18,s3://human-pangenomics/working/HPRC/HG02602/raw_data/hic/HG02602-11a-1_S11_L003_R2_001.fastq.gz,28.45,HiC
HG02602,HG02602-11a-1_S11_L004_R2_001.fastq.gz,SRR30613647,SRP305758,PRJNA701308,SAMN26237507,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,9.15,s3://human-pangenomics/working/HPRC/HG02602/raw_data/hic/HG02602-11a-1_S11_L004_R2_001.fastq.gz,28.35,HiC
HG02602,HG02602-11a-2_S12_L001_R2_001.fastq.gz,SRR30613636,SRP305758,PRJNA701308,SAMN26237507,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,12.17,s3://human-pangenomics/working/HPRC/HG02602/raw_data/hic/HG02602-11a-2_S12_L001_R2_001.fastq.gz,37.74,HiC
HG02602,HG02602-11a-2_S12_L002_R2_001.fastq.gz,SRR30613635,SRP305758,PRJNA701308,SAMN26237507,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,12.03,s3://human-pangenomics/working/HPRC/HG02602/raw_data/hic/HG02602-11a-2_S12_L002_R2_001.fastq.gz,37.28,HiC
HG02602,HG02602-11a-2_S12_L003_R2_001.fastq.gz,SRR30613631,SRP305758,PRJNA701308,SAMN26237507,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,11.85,s3://human-pangenomics/working/HPRC/HG02602/raw_data/hic/HG02602-11a-2_S12_L003_R2_001.fastq.gz,36.73,HiC
HG02602,HG02602-11a-2_S12_L004_R2_001.fastq.gz,SRR30613629,SRP305758,PRJNA701308,SAMN26237507,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,11.83,s3://human-pangenomics/working/HPRC/HG02602/raw_data/hic/HG02602-11a-2_S12_L004_R2_001.fastq.gz,36.67,HiC
HG02615,HG02615-25b-1_S3_L001_R2_001.fastq.gz,SRR30613628,SRP305758,PRJNA701308,SAMN26237508,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,6.74,s3://human-pangenomics/working/HPRC/HG02615/raw_data/hic/HG02615-25b-1_S3_L001_R2_001.fastq.gz,20.89,HiC
HG02615,HG02615-25b-1_S3_L002_R2_001.fastq.gz,SRR30613627,SRP305758,PRJNA701308,SAMN26237508,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,6.59,s3://human-pangenomics/working/HPRC/HG02615/raw_data/hic/HG02615-25b-1_S3_L002_R2_001.fastq.gz,20.41,HiC
HG02615,HG02615-25b-1_S3_L003_R2_001.fastq.gz,SRR30613626,SRP305758,PRJNA701308,SAMN26237508,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,6.53,s3://human-pangenomics/working/HPRC/HG02615/raw_data/hic/HG02615-25b-1_S3_L003_R2_001.fastq.gz,20.25,HiC
HG02615,HG02615-25b-1_S3_L004_R2_001.fastq.gz,SRR30613902,SRP305758,PRJNA701308,SAMN26237508,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,6.44,s3://human-pangenomics/working/HPRC/HG02615/raw_data/hic/HG02615-25b-1_S3_L004_R2_001.fastq.gz,19.95,HiC
HG02615,HG02615-25b-2_S4_L001_R2_001.fastq.gz,SRR30613781,SRP305758,PRJNA701308,SAMN26237508,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,5.17,s3://human-pangenomics/working/HPRC/HG02615/raw_data/hic/HG02615-25b-2_S4_L001_R2_001.fastq.gz,16.02,HiC
HG02615,HG02615-25b-2_S4_L002_R2_001.fastq.gz,SRR30613780,SRP305758,PRJNA701308,SAMN26237508,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,5.06,s3://human-pangenomics/working/HPRC/HG02615/raw_data/hic/HG02615-25b-2_S4_L002_R2_001.fastq.gz,15.68,HiC
HG02615,HG02615-25b-2_S4_L003_R2_001.fastq.gz,SRR30613898,SRP305758,PRJNA701308,SAMN26237508,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,5.06,s3://human-pangenomics/working/HPRC/HG02615/raw_data/hic/HG02615-25b-2_S4_L003_R2_001.fastq.gz,15.69,HiC
HG02615,HG02615-25b-2_S4_L004_R2_001.fastq.gz,SRR30613897,SRP305758,PRJNA701308,SAMN26237508,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,4.94,s3://human-pangenomics/working/HPRC/HG02615/raw_data/hic/HG02615-25b-2_S4_L004_R2_001.fastq.gz,15.31,HiC
HG02647,HG02647-36b-1_S19_L001_R2_001.fastq.gz,SRR30613896,SRP305758,PRJNA701308,SAMN26267383,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,6.35,s3://human-pangenomics/working/HPRC/HG02647/raw_data/hic/HG02647-36b-1_S19_L001_R2_001.fastq.gz,19.69,HiC
HG02647,HG02647-36b-1_S19_L002_R2_001.fastq.gz,SRR30613895,SRP305758,PRJNA701308,SAMN26267383,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,6.22,s3://human-pangenomics/working/HPRC/HG02647/raw_data/hic/HG02647-36b-1_S19_L002_R2_001.fastq.gz,19.28,HiC
HG02647,HG02647-36b-1_S19_L003_R2_001.fastq.gz,SRR30613894,SRP305758,PRJNA701308,SAMN26267383,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,6.3,s3://human-pangenomics/working/HPRC/HG02647/raw_data/hic/HG02647-36b-1_S19_L003_R2_001.fastq.gz,19.52,HiC
HG02647,HG02647-36b-1_S19_L004_R2_001.fastq.gz,SRR30613893,SRP305758,PRJNA701308,SAMN26267383,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,6.08,s3://human-pangenomics/working/HPRC/HG02647/raw_data/hic/HG02647-36b-1_S19_L004_R2_001.fastq.gz,18.85,HiC
HG02647,HG02647-36b-2_S20_L001_R2_001.fastq.gz,SRR30613892,SRP305758,PRJNA701308,SAMN26267383,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,8.3,s3://human-pangenomics/working/HPRC/HG02647/raw_data/hic/HG02647-36b-2_S20_L001_R2_001.fastq.gz,25.73,HiC
HG02647,HG02647-36b-2_S20_L002_R2_001.fastq.gz,SRR30613891,SRP305758,PRJNA701308,SAMN26267383,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,8.12,s3://human-pangenomics/working/HPRC/HG02647/raw_data/hic/HG02647-36b-2_S20_L002_R2_001.fastq.gz,25.17,HiC
HG02647,HG02647-36b-2_S20_L003_R2_001.fastq.gz,SRR30613890,SRP305758,PRJNA701308,SAMN26267383,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,8.15,s3://human-pangenomics/working/HPRC/HG02647/raw_data/hic/HG02647-36b-2_S20_L003_R2_001.fastq.gz,25.28,HiC
HG02647,HG02647-36b-2_S20_L004_R2_001.fastq.gz,SRR30613889,SRP305758,PRJNA701308,SAMN26267383,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,7.94,s3://human-pangenomics/working/HPRC/HG02647/raw_data/hic/HG02647-36b-2_S20_L004_R2_001.fastq.gz,24.61,HiC
HG02698,HG02698-18b-1_S19_L001_R2_001.fastq.gz,SRR30613879,SRP305758,PRJNA701308,SAMN26237509,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,3.3,s3://human-pangenomics/working/HPRC/HG02698/raw_data/hic/HG02698-18b-1_S19_L001_R2_001.fastq.gz,10.23,HiC
HG02698,HG02698-18b-1_S19_L002_R2_001.fastq.gz,SRR30613782,SRP305758,PRJNA701308,SAMN26237509,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,3.24,s3://human-pangenomics/working/HPRC/HG02698/raw_data/hic/HG02698-18b-1_S19_L002_R2_001.fastq.gz,10.05,HiC
HG02698,HG02698-18b-1_S19_L003_R2_001.fastq.gz,SRR30613900,SRP305758,PRJNA701308,SAMN26237509,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,3.14,s3://human-pangenomics/working/HPRC/HG02698/raw_data/hic/HG02698-18b-1_S19_L003_R2_001.fastq.gz,9.75,HiC
HG02698,HG02698-18b-1_S19_L004_R2_001.fastq.gz,SRR30613899,SRP305758,PRJNA701308,SAMN26237509,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,3.11,s3://human-pangenomics/working/HPRC/HG02698/raw_data/hic/HG02698-18b-1_S19_L004_R2_001.fastq.gz,9.64,HiC
HG02698,HG02698-18b-2_S20_L001_R2_001.fastq.gz,SRR30613779,SRP305758,PRJNA701308,SAMN26237509,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,1.99,s3://human-pangenomics/working/HPRC/HG02698/raw_data/hic/HG02698-18b-2_S20_L001_R2_001.fastq.gz,6.18,HiC
HG02698,HG02698-18b-2_S20_L002_R2_001.fastq.gz,SRR30613777,SRP305758,PRJNA701308,SAMN26237509,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,1.96,s3://human-pangenomics/working/HPRC/HG02698/raw_data/hic/HG02698-18b-2_S20_L002_R2_001.fastq.gz,6.07,HiC
HG02698,HG02698-18b-2_S20_L003_R2_001.fastq.gz,SRR30613776,SRP305758,PRJNA701308,SAMN26237509,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,1.9,s3://human-pangenomics/working/HPRC/HG02698/raw_data/hic/HG02698-18b-2_S20_L003_R2_001.fastq.gz,5.89,HiC
HG02698,HG02698-18b-2_S20_L004_R2_001.fastq.gz,SRR30613775,SRP305758,PRJNA701308,SAMN26237509,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,1.88,s3://human-pangenomics/working/HPRC/HG02698/raw_data/hic/HG02698-18b-2_S20_L004_R2_001.fastq.gz,5.83,HiC
HG02738,HG02738-40a-1_S17_L001_R2_001.fastq.gz,SRR30613774,SRP305758,PRJNA701308,SAMN26267396,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,7.51,s3://human-pangenomics/working/HPRC/HG02738/raw_data/hic/HG02738-40a-1_S17_L001_R2_001.fastq.gz,23.28,HiC
HG02738,HG02738-40a-1_S17_L002_R2_001.fastq.gz,SRR30613773,SRP305758,PRJNA701308,SAMN26267396,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,5.96,s3://human-pangenomics/working/HPRC/HG02738/raw_data/hic/HG02738-40a-1_S17_L002_R2_001.fastq.gz,18.46,HiC
HG02738,HG02738-40a-1_S17_L003_R2_001.fastq.gz,SRR30613772,SRP305758,PRJNA701308,SAMN26267396,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,6.04,s3://human-pangenomics/working/HPRC/HG02738/raw_data/hic/HG02738-40a-1_S17_L003_R2_001.fastq.gz,18.72,HiC
HG02738,HG02738-40a-1_S17_L004_R2_001.fastq.gz,SRR30613771,SRP305758,PRJNA701308,SAMN26267396,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,7.27,s3://human-pangenomics/working/HPRC/HG02738/raw_data/hic/HG02738-40a-1_S17_L004_R2_001.fastq.gz,22.54,HiC
HG02738,HG02738-40a-2_S18_L001_R2_001.fastq.gz,SRR30613768,SRP305758,PRJNA701308,SAMN26267396,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,6.4,s3://human-pangenomics/working/HPRC/HG02738/raw_data/hic/HG02738-40a-2_S18_L001_R2_001.fastq.gz,19.83,HiC
HG02738,HG02738-40a-2_S18_L002_R2_001.fastq.gz,SRR30613767,SRP305758,PRJNA701308,SAMN26267396,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,5.13,s3://human-pangenomics/working/HPRC/HG02738/raw_data/hic/HG02738-40a-2_S18_L002_R2_001.fastq.gz,15.91,HiC
HG02738,HG02738-40a-2_S18_L003_R2_001.fastq.gz,SRR30613766,SRP305758,PRJNA701308,SAMN26267396,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,5.21,s3://human-pangenomics/working/HPRC/HG02738/raw_data/hic/HG02738-40a-2_S18_L003_R2_001.fastq.gz,16.16,HiC
HG02738,HG02738-40a-2_S18_L004_R2_001.fastq.gz,SRR30613765,SRP305758,PRJNA701308,SAMN26267396,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,6.24,s3://human-pangenomics/working/HPRC/HG02738/raw_data/hic/HG02738-40a-2_S18_L004_R2_001.fastq.gz,19.34,HiC
HG02809,HG02809-52d-1_S3_L001_R2_001.fastq.gz,SRR30613763,SRP305758,PRJNA701308,SAMN26237510,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,13.88,s3://human-pangenomics/working/HPRC/HG02809/raw_data/hic/HG02809-52d-1_S3_L001_R2_001.fastq.gz,43.02,HiC
HG02809,HG02809-52d-1_S3_L002_R2_001.fastq.gz,SRR30613762,SRP305758,PRJNA701308,SAMN26237510,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,13.95,s3://human-pangenomics/working/HPRC/HG02809/raw_data/hic/HG02809-52d-1_S3_L002_R2_001.fastq.gz,43.24,HiC
HG02809,HG02809-52d-1_S3_L003_R2_001.fastq.gz,SRR30613761,SRP305758,PRJNA701308,SAMN26237510,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,13.71,s3://human-pangenomics/working/HPRC/HG02809/raw_data/hic/HG02809-52d-1_S3_L003_R2_001.fastq.gz,42.5,HiC
HG02809,HG02809-52d-1_S3_L004_R2_001.fastq.gz,SRR30613760,SRP305758,PRJNA701308,SAMN26237510,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,13.62,s3://human-pangenomics/working/HPRC/HG02809/raw_data/hic/HG02809-52d-1_S3_L004_R2_001.fastq.gz,42.22,HiC
HG02809,HG02809-52d-2_S4_L001_R2_001.fastq.gz,SRR30613759,SRP305758,PRJNA701308,SAMN26237510,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,13.67,s3://human-pangenomics/working/HPRC/HG02809/raw_data/hic/HG02809-52d-2_S4_L001_R2_001.fastq.gz,42.37,HiC
HG02809,HG02809-52d-2_S4_L002_R2_001.fastq.gz,SRR30613625,SRP305758,PRJNA701308,SAMN26237510,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,13.67,s3://human-pangenomics/working/HPRC/HG02809/raw_data/hic/HG02809-52d-2_S4_L002_R2_001.fastq.gz,42.38,HiC
HG02809,HG02809-52d-2_S4_L003_R2_001.fastq.gz,SRR30613623,SRP305758,PRJNA701308,SAMN26237510,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,13.4,s3://human-pangenomics/working/HPRC/HG02809/raw_data/hic/HG02809-52d-2_S4_L003_R2_001.fastq.gz,41.54,HiC
HG02809,HG02809-52d-2_S4_L004_R2_001.fastq.gz,SRR30613622,SRP305758,PRJNA701308,SAMN26237510,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,13.12,s3://human-pangenomics/working/HPRC/HG02809/raw_data/hic/HG02809-52d-2_S4_L004_R2_001.fastq.gz,40.67,HiC
HG03669,HG03669-26a-1_S3_L001_R2_001.fastq.gz,SRR30613877,SRP305758,PRJNA701308,SAMN26237512,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,6.41,s3://human-pangenomics/working/HPRC/HG03669/raw_data/hic/HG03669-26a-1_S3_L001_R2_001.fastq.gz,19.87,HiC
HG03669,HG03669-26a-1_S3_L002_R2_001.fastq.gz,SRR30613876,SRP305758,PRJNA701308,SAMN26237512,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,6.07,s3://human-pangenomics/working/HPRC/HG03669/raw_data/hic/HG03669-26a-1_S3_L002_R2_001.fastq.gz,18.8,HiC
HG03669,HG03669-26a-1_S3_L003_R2_001.fastq.gz,SRR30613778,SRP305758,PRJNA701308,SAMN26237512,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,5.71,s3://human-pangenomics/working/HPRC/HG03669/raw_data/hic/HG03669-26a-1_S3_L003_R2_001.fastq.gz,17.71,HiC
HG03669,HG03669-26a-1_S3_L004_R2_001.fastq.gz,SRR30613620,SRP305758,PRJNA701308,SAMN26237512,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,6.31,s3://human-pangenomics/working/HPRC/HG03669/raw_data/hic/HG03669-26a-1_S3_L004_R2_001.fastq.gz,19.56,HiC
HG03669,HG03669-26a-2_S4_L001_R2_001.fastq.gz,SRR30613619,SRP305758,PRJNA701308,SAMN26237512,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,4.3,s3://human-pangenomics/working/HPRC/HG03669/raw_data/hic/HG03669-26a-2_S4_L001_R2_001.fastq.gz,13.32,HiC
HG03669,HG03669-26a-2_S4_L002_R2_001.fastq.gz,SRR30613618,SRP305758,PRJNA701308,SAMN26237512,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,4.33,s3://human-pangenomics/working/HPRC/HG03669/raw_data/hic/HG03669-26a-2_S4_L002_R2_001.fastq.gz,13.43,HiC
HG03669,HG03669-26a-2_S4_L003_R2_001.fastq.gz,SRR30613617,SRP305758,PRJNA701308,SAMN26237512,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,4.12,s3://human-pangenomics/working/HPRC/HG03669/raw_data/hic/HG03669-26a-2_S4_L003_R2_001.fastq.gz,12.76,HiC
HG03669,HG03669-26a-2_S4_L004_R2_001.fastq.gz,SRR30613616,SRP305758,PRJNA701308,SAMN26237512,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,4.31,s3://human-pangenomics/working/HPRC/HG03669/raw_data/hic/HG03669-26a-2_S4_L004_R2_001.fastq.gz,13.36,HiC
HG03710,HG03710-17a-1_S3_L001_R2_001.fastq.gz,SRR30613614,SRP305758,PRJNA701308,SAMN26237513,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,4.62,s3://human-pangenomics/working/HPRC/HG03710/raw_data/hic/HG03710-17a-1_S3_L001_R2_001.fastq.gz,14.33,HiC
HG03710,HG03710-17a-1_S3_L002_R2_001.fastq.gz,SRR30613770,SRP305758,PRJNA701308,SAMN26237513,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,4.67,s3://human-pangenomics/working/HPRC/HG03710/raw_data/hic/HG03710-17a-1_S3_L002_R2_001.fastq.gz,14.48,HiC
HG03710,HG03710-17a-1_S3_L003_R2_001.fastq.gz,SRR30613613,SRP305758,PRJNA701308,SAMN26237513,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,4.75,s3://human-pangenomics/working/HPRC/HG03710/raw_data/hic/HG03710-17a-1_S3_L003_R2_001.fastq.gz,14.73,HiC
HG03710,HG03710-17a-1_S3_L004_R2_001.fastq.gz,SRR30613612,SRP305758,PRJNA701308,SAMN26237513,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,4.85,s3://human-pangenomics/working/HPRC/HG03710/raw_data/hic/HG03710-17a-1_S3_L004_R2_001.fastq.gz,15.05,HiC
HG03710,HG03710-17a-2_S4_L001_R2_001.fastq.gz,SRR30613611,SRP305758,PRJNA701308,SAMN26237513,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,3.11,s3://human-pangenomics/working/HPRC/HG03710/raw_data/hic/HG03710-17a-2_S4_L001_R2_001.fastq.gz,9.64,HiC
HG03710,HG03710-17a-2_S4_L002_R2_001.fastq.gz,SRR30613610,SRP305758,PRJNA701308,SAMN26237513,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,3.11,s3://human-pangenomics/working/HPRC/HG03710/raw_data/hic/HG03710-17a-2_S4_L002_R2_001.fastq.gz,9.65,HiC
HG03710,HG03710-17a-2_S4_L003_R2_001.fastq.gz,SRR30613609,SRP305758,PRJNA701308,SAMN26237513,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,3.16,s3://human-pangenomics/working/HPRC/HG03710/raw_data/hic/HG03710-17a-2_S4_L003_R2_001.fastq.gz,9.78,HiC
HG03710,HG03710-17a-2_S4_L004_R2_001.fastq.gz,SRR30613764,SRP305758,PRJNA701308,SAMN26237513,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,3.19,s3://human-pangenomics/working/HPRC/HG03710/raw_data/hic/HG03710-17a-2_S4_L004_R2_001.fastq.gz,9.9,HiC
HG03804,HG03804-06b-1_S5_L001_R2_001.fastq.gz,SRR30613608,SRP305758,PRJNA701308,SAMN37706907,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,8.65,s3://human-pangenomics/working/HPRC/HG03804/raw_data/hic/HG03804-06b-1_S5_L001_R2_001.fastq.gz,26.82,HiC
HG03804,HG03804-06b-1_S5_L002_R2_001.fastq.gz,SRR30613607,SRP305758,PRJNA701308,SAMN37706907,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,8.53,s3://human-pangenomics/working/HPRC/HG03804/raw_data/hic/HG03804-06b-1_S5_L002_R2_001.fastq.gz,26.44,HiC
HG03804,HG03804-06b-1_S5_L003_R2_001.fastq.gz,SRR30613605,SRP305758,PRJNA701308,SAMN37706907,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,8.38,s3://human-pangenomics/working/HPRC/HG03804/raw_data/hic/HG03804-06b-1_S5_L003_R2_001.fastq.gz,25.99,HiC
HG03804,HG03804-06b-1_S5_L004_R2_001.fastq.gz,SRR30613604,SRP305758,PRJNA701308,SAMN37706907,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,8.36,s3://human-pangenomics/working/HPRC/HG03804/raw_data/hic/HG03804-06b-1_S5_L004_R2_001.fastq.gz,25.92,HiC
HG03804,HG03804-06b-2_S6_L001_R2_001.fastq.gz,SRR30613603,SRP305758,PRJNA701308,SAMN37706907,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,6.64,s3://human-pangenomics/working/HPRC/HG03804/raw_data/hic/HG03804-06b-2_S6_L001_R2_001.fastq.gz,20.6,HiC
HG03804,HG03804-06b-2_S6_L002_R2_001.fastq.gz,SRR30613602,SRP305758,PRJNA701308,SAMN37706907,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,6.55,s3://human-pangenomics/working/HPRC/HG03804/raw_data/hic/HG03804-06b-2_S6_L002_R2_001.fastq.gz,20.3,HiC
HG03804,HG03804-06b-2_S6_L003_R2_001.fastq.gz,SRR30613878,SRP305758,PRJNA701308,SAMN37706907,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,6.42,s3://human-pangenomics/working/HPRC/HG03804/raw_data/hic/HG03804-06b-2_S6_L003_R2_001.fastq.gz,19.9,HiC
HG03804,HG03804-06b-2_S6_L004_R2_001.fastq.gz,SRR30613758,SRP305758,PRJNA701308,SAMN37706907,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,6.39,s3://human-pangenomics/working/HPRC/HG03804/raw_data/hic/HG03804-06b-2_S6_L004_R2_001.fastq.gz,19.81,HiC
HG03816,HG03816-01ab-1_S3_L001_R2_001.fastq.gz,SRR30613757,SRP305758,PRJNA701308,SAMN37706908,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,University of California Santa Cruz,wseligma@ucsc.edu,fastq,10.25,s3://human-pangenomics/working/HPRC/HG03816/raw_data/hic/HG03816-01ab-1_S3_L001_R2_001.fastq.gz,31.78,HiC
