sample_id,filename,filetype,biosample_accession,library_strategy,library_source,platform,instrument_model,seq_kit,basecaller,basecaller_version,basecaller_model,modbase_model,generator_facility,generator_contact,path,read_N50,total_gbp,coverage,100kb+,whales,accession,study,bioproject_accession,production,sequencing_chemistry
HG02602,07_20_21_R941_HG02602_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26237507,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02602/raw_data/nanopore/guppy_6/07_20_21_R941_HG02602_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,65361,106.62,32.31,8.03,2,SRR26313823,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG02602,07_20_21_R941_HG02602_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26237507,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02602/raw_data/nanopore/guppy_6/07_20_21_R941_HG02602_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,63774,96.1,29.12,6.93,0,SRR26313823,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG02602,07_20_21_R941_HG02602_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26237507,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02602/raw_data/nanopore/guppy_6/07_20_21_R941_HG02602_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,63732,71.47,21.66,5.14,1,SRR26313823,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG02615,07_20_21_R941_HG02615_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26237508,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02615/raw_data/nanopore/guppy_6/07_20_21_R941_HG02615_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,70878,92.07,27.9,8.59,0,SRR26313824,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG02615,07_20_21_R941_HG02615_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26237508,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02615/raw_data/nanopore/guppy_6/07_20_21_R941_HG02615_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,70070,97.5,29.54,8.96,0,SRR26313824,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG00642,08_10_21_R941_HG00642_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26267378,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00642/raw_data/nanopore/guppy_6/08_10_21_R941_HG00642_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,94988,60.56,18.35,8.67,23,SRR26313832,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG02615,07_20_21_R941_HG02615_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26237508,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02615/raw_data/nanopore/guppy_6/07_20_21_R941_HG02615_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,68679,37.46,11.35,3.37,0,SRR26313824,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG02647,08_10_21_R941_HG02647_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26267383,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02647/raw_data/nanopore/guppy_6/08_10_21_R941_HG02647_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,67975,35.55,10.77,3.34,22,SRR26313838,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG02647,08_10_21_R941_HG02647_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26267383,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02647/raw_data/nanopore/guppy_6/08_10_21_R941_HG02647_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,74826,57.79,17.51,5.9,5,SRR26313838,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG02647,08_10_21_R941_HG02647_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26267383,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02647/raw_data/nanopore/guppy_6/08_10_21_R941_HG02647_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,75914,63.43,19.22,6.51,2,SRR26313838,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG02647,08_10_21_R941_HG02647_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,SAMN26267383,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02647/raw_data/nanopore/guppy_6/08_10_21_R941_HG02647_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,78171,11.54,3.5,1.24,0,SRR26313838,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
HG00544,11_04_24_R1041_UL_HPRC_HG00544_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26237491,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00544/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_04_24_R1041_UL_HPRC_HG00544_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,101609,85.79,26,13.21,47,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG00544,11_04_24_R1041_UL_HPRC_HG00544_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26237491,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00544/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_04_24_R1041_UL_HPRC_HG00544_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,109260,68.65,20.8,11.35,41,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG01255,11_04_24_R1041_UL_HPRC_HG01255_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26237495,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01255/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_04_24_R1041_UL_HPRC_HG01255_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,76627,90.51,27.43,9.79,36,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG01255,11_04_24_R1041_UL_HPRC_HG01255_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26237495,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01255/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_04_24_R1041_UL_HPRC_HG01255_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,78729,96.37,29.2,10.68,32,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG02280,11_04_24_R1041_UL_HPRC_HG02280_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26237505,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02280/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_04_24_R1041_UL_HPRC_HG02280_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,108566,56.02,16.97,9.17,55,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG02280,11_04_24_R1041_UL_HPRC_HG02280_2_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26237505,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02280/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_04_24_R1041_UL_HPRC_HG02280_2_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,108882,65.04,19.71,10.67,131,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG02809,11_04_24_R1041_UL_HPRC_HG02809_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26237510,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02809/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_04_24_R1041_UL_HPRC_HG02809_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,93901,64.59,19.57,9.21,63,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG02809,11_04_24_R1041_UL_HPRC_HG02809_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26237510,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02809/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_04_24_R1041_UL_HPRC_HG02809_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,94063,40.39,12.24,5.76,43,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG03669,11_04_24_R1041_UL_HPRC_HG03669_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26237512,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG03669/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_04_24_R1041_UL_HPRC_HG03669_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,83334,65.44,19.83,8.09,28,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG03669,11_04_24_R1041_UL_HPRC_HG03669_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26237512,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG03669/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_04_24_R1041_UL_HPRC_HG03669_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,82215,68.35,20.71,8.28,10,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG04184,11_04_24_R1041_UL_HPRC_HG04184_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26267397,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG04184/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_04_24_R1041_UL_HPRC_HG04184_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,98061,90.98,27.57,13.49,67,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG04184,11_04_24_R1041_UL_HPRC_HG04184_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26267397,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG04184/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_04_24_R1041_UL_HPRC_HG04184_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,99504,83.47,25.29,12.58,42,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG00706,11_12_24_R1041_UL_HPRC_HG00706_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN37706905,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00706/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_12_24_R1041_UL_HPRC_HG00706_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,103108,115.59,35.03,18.09,66,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG00706,11_12_24_R1041_UL_HPRC_HG00706_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN37706905,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00706/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_12_24_R1041_UL_HPRC_HG00706_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,101546,68.38,20.72,10.53,33,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG01099,11_12_24_R1041_UL_HPRC_HG01099_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26237494,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01099/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_12_24_R1041_UL_HPRC_HG01099_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,98338,94.85,28.74,14.12,93,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG01099,11_12_24_R1041_UL_HPRC_HG01099_2_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26237494,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK114,dorado,0.9.5,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01099/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_12_24_R1041_UL_HPRC_HG01099_2_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam,104708,112.74,34.16,17.96,67,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG01981,11_12_24_R1041_UL_HPRC_HG01981_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26237500,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01981/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_12_24_R1041_UL_HPRC_HG01981_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,83731,77.64,23.53,9.98,35,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG01981,11_12_24_R1041_UL_HPRC_HG01981_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26237500,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01981/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_12_24_R1041_UL_HPRC_HG01981_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,86678,96.28,29.17,12.65,32,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG01993,11_12_24_R1041_UL_HPRC_HG01993_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26237501,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01993/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_12_24_R1041_UL_HPRC_HG01993_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,87754,110.56,33.5,14.27,41,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG01993,11_12_24_R1041_UL_HPRC_HG01993_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26237501,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG01993/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_12_24_R1041_UL_HPRC_HG01993_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,89404,119.4,36.18,15.81,60,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG02004,11_12_24_R1041_UL_HPRC_HG02004_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26237502,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02004/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_12_24_R1041_UL_HPRC_HG02004_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,101864,111.24,33.71,17.19,88,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG02004,11_12_24_R1041_UL_HPRC_HG02004_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26237502,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02004/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_12_24_R1041_UL_HPRC_HG02004_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,100482,103.51,31.37,15.77,66,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG02071,11_12_24_R1041_UL_HPRC_HG02071_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26267380,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02071/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_12_24_R1041_UL_HPRC_HG02071_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,90309,114.07,34.57,15.32,46,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG02071,11_12_24_R1041_UL_HPRC_HG02071_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26267380,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02071/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_12_24_R1041_UL_HPRC_HG02071_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,87928,90.61,27.46,11.76,36,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG02602,11_12_24_R1041_UL_HPRC_HG02602_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26237507,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02602/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_12_24_R1041_UL_HPRC_HG02602_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,87165,135.4,41.03,17.26,42,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG02602,11_12_24_R1041_UL_HPRC_HG02602_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26237507,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02602/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_12_24_R1041_UL_HPRC_HG02602_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,88052,105.41,31.94,13.61,40,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG02615,11_12_24_R1041_UL_HPRC_HG02615_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26237508,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02615/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_12_24_R1041_UL_HPRC_HG02615_1_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,88356,81.93,24.83,10.98,48,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
HG02615,11_12_24_R1041_UL_HPRC_HG02615_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,bam,SAMN26237508,WGS,GENOMIC,OXFORD_NANOPORE,PromethION,SQK-ULK114,dorado,0.9.0,dna_r10.4.1_e8.2_400bps_sup@v5.0.0,5mCG_5hmCG@v3,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02615/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_12_24_R1041_UL_HPRC_HG02615_2_dorado0.9.0_sup5.0.0_5mCG_5hmCG.bam,91236,77.76,23.56,10.74,24,,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2_R10,R1041
